Label,label,AE mean,AE var,RMSE mean,RMSE var,ZCR mean,ZCR var,Rolloff mean,Rolloff var,BER mean,BER var,S-centroid mean,S-centroid var,S-bandwidth mean,S-bandwidth var,S-flatness mean,S-flatness var,S-kurtosis mean,S-kurtosis var,S-variance mean,S-variance var,S-crest mean,S-crest var,S-skewness mean,S-skewness var,S-entropy mean,S-entropy var,S-flux mean,S-flux var
Defect-free,0,0.12208013,0.0006335332,0.050458442,0.00012814754,0.11372463182471264,0.0028707330648044507,8933.556707974138,16274.643216490318,0.5545723,0.019212265,4874.213237487307,178552.27903613937,4257.360794891491,8429.21718780159,0.004517098,9.3643985e-06,267.66727,12270.638,3.6912224,0.96393824,0.00088479806,1.04200524e-07,14.347651,14.345867,0.82074463,0.1279986,0.0011403471,2.7025175e-07
Defect-free,0,0.105398946,0.0005264524,0.033810403,2.0874368e-05,0.18697804418103448,0.0013846024321602585,9291.453394396553,16232.741205077113,0.38610804,0.0054100463,5360.288835655002,87885.0109376063,4177.852213369866,7992.284582152668,0.00992028,1.1506494e-05,131.28603,4318.8247,2.43038,0.1526638,0.00047075786,2.329231e-08,9.25353,7.651404,1.3998648,0.05245404,0.0010728613,1.7764033e-07
Defect-free,0,0.12631688,0.0018650685,0.042439137,0.0001522387,0.17756972202034885,0.00315695923686092,9005.636241824128,21506.083984191904,0.39127433,0.010165708,5265.813506497257,177159.58320225953,4068.856288232123,13681.586395143428,0.0072195483,1.4159105e-05,171.72304,12232.759,2.7863479,0.6478163,0.00058907975,8.961229e-08,10.622348,18.019361,1.3084034,0.13403589,0.001363911,7.466819e-07
Defect-free,0,0.14219052,0.0053116116,0.052384816,0.00027777697,0.10915611530172414,0.0019530798299322988,9035.282529633621,99370.74258693193,0.52033854,0.019620651,4836.9934898123865,214305.96206213234,4225.5190995150215,9688.784682526142,0.0062109292,3.421449e-05,277.9406,14290.427,3.6361918,1.5273682,0.0009009342,2.2541849e-07,14.622166,17.517872,0.84149134,0.12650336,0.0026614603,7.4474074e-06
Defect-free,0,0.10116717,0.00051312987,0.035012256,5.268787e-05,0.1471185793821839,0.0012031813596447515,9058.053273168103,41377.50114753896,0.43833432,0.006919801,5047.412968448451,94033.50853204408,4231.684852617037,4690.514996762208,0.010148679,2.0737607e-05,183.04645,7734.893,2.7080002,0.37227267,0.00058824796,5.9603046e-08,11.23374,11.364211,1.1390877,0.06117937,0.0012615046,5.063154e-07
Defect-free,0,0.11002113,0.0012572991,0.037554987,4.0967865e-05,0.15015490301724138,0.001336458699834569,9011.521753771553,54073.19800323596,0.47417712,0.008268784,5118.105069375842,112055.47305307414,4286.649640367381,10048.192830644975,0.008957372,2.048524e-05,180.28076,6590.143,2.8589966,0.33271676,0.0006022797,3.9656218e-08,11.264496,10.141306,1.0856023,0.051312394,0.0015692413,7.52352e-07
Defect-free,0,0.09377555,0.00068178936,0.03550851,0.00026635086,0.13725813045058138,0.0028742026676675187,9426.785633175872,59678.713806324085,0.55175704,0.042411063,5071.8037607391425,272248.4407157702,4497.177785558511,6377.512854857938,0.009853644,3.8109894e-05,202.27637,14210.354,3.3018436,2.354051,0.00076441944,3.140804e-07,12.026221,18.866978,0.9533295,0.14222951,0.0024556315,6.4691108e-06
Defect-free,0,0.10108229,0.00048670848,0.041913696,0.00014235078,0.10778668283045977,0.0025055447851970534,9204.825565732759,48530.00296707245,0.6606194,0.02583675,4711.553981306993,168485.96775536705,4465.540070686689,12386.941443959677,0.0049204915,9.57117e-06,277.28757,18068.027,3.9275954,1.5764942,0.00095764163,2.0058343e-07,14.619341,19.56876,0.6896248,0.08825666,0.0024877705,5.698947e-06
Defect-free,0,0.12255228,0.0006444303,0.048754748,0.00016680226,0.10436310165229885,0.003088306886136477,8895.935479525862,23107.244007369143,0.61588943,0.021374129,4607.456933683847,152423.6884972738,4241.287314529081,7461.374118161282,0.0046922686,1.2780486e-05,264.83334,13566.717,3.690898,0.97908777,0.00088331173,1.341964e-07,14.253709,17.50532,0.7583933,0.14227225,0.0013627423,6.6226255e-07
Defect-free,0,0.11885474,0.0028942176,0.040262103,3.4854915e-05,0.11508845186781609,0.0014630576108654546,9061.023370150862,30892.074133638238,0.5336081,0.0067974166,4701.148007989105,81591.99965367297,4223.3103723991,3028.199670679111,0.0066633606,1.1998283e-05,226.65329,10118.213,3.0445156,0.50635135,0.00068060175,5.2179892e-08,12.8356285,13.80123,0.92395085,0.049943786,0.0012978434,8.720819e-07
