Label,label,AE mean,AE var,RMSE mean,RMSE var,ZCR mean,ZCR var,Rolloff mean,Rolloff var,BER mean,BER var,S-centroid mean,S-centroid var,S-bandwidth mean,S-bandwidth var,S-flatness mean,S-flatness var,S-kurtosis mean,S-kurtosis var,S-variance mean,S-variance var,S-crest mean,S-crest var,S-skewness mean,S-skewness var,S-entropy mean,S-entropy var,S-flux mean,S-flux var
Defect-free,0,0.34222695,0.005238426,0.10050513,0.00017731627,0.3624579851017442,0.0006711386615614944,9672.915152616279,13868.486053431721,0.025389915,4.3676e-05,7683.01215544253,26920.32115197623,2741.810627680923,18656.70566345096,0.008116997,7.878598e-06,28.385881,116.50663,2.106759,0.03258507,0.000246104,3.5964636e-09,4.519978,0.5885697,1.3385924,0.031597544,0.0010578618,1.0049405e-07
Defect-free,0,0.2912331,0.013824272,0.08314298,0.00011164509,0.35431258979885055,0.0008333968839016659,9823.100754310344,63801.448319669864,0.032276176,2.4287052e-05,7643.598853452461,41290.660456546684,2961.129900163273,17251.686748298176,0.013709972,8.312808e-05,25.632168,140.95744,1.9340414,0.025587084,0.00021691498,2.065432e-09,4.208764,0.60897267,1.6006944,0.015891248,0.00087643944,4.546185e-08
Defect-free,0,0.26285386,0.0014441912,0.07703639,5.068931e-05,0.35373450969827586,0.0008622243959091977,9790.182179418103,6329.776653920286,0.030665737,2.0450077e-05,7637.328800865403,12720.653190903515,2969.74586373434,8875.28631186197,0.0140839545,8.106269e-06,32.25838,229.62772,1.9827441,0.020494075,0.00024033738,4.0474624e-09,4.718026,0.8292289,1.3045659,0.0067167548,0.00086685497,4.5675367e-08
Defect-free,0,0.28904215,0.0032520404,0.08484521,6.206042e-05,0.3586622216235632,0.0008860993911354086,9788.697130926725,60891.70893647583,0.03011485,2.59962e-05,7778.323230379284,15457.688722577313,2866.531884782875,16929.45286571031,0.012372425,3.4973924e-05,33.852196,116.78763,2.116722,0.031259667,0.00025763304,2.8989233e-09,4.95128,0.49877614,1.1637763,0.028004948,0.0010178005,9.163583e-08
Defect-free,0,0.21317273,0.004562923,0.06138899,5.797582e-05,0.3700774436773256,0.0006249683685983561,10288.113758175872,103814.46913456904,0.031542484,6.883682e-05,8038.169516699876,15472.3881917579,3070.311034309349,9648.911409293247,0.017009137,2.2078746e-05,26.580381,89.72579,1.9129443,0.028395606,0.00022577144,3.4061e-09,4.3522778,0.4640109,1.5318427,0.031642634,0.00086280174,5.376901e-08
Defect-free,0,0.2049301,0.00069009326,0.061552268,5.6344707e-05,0.3702069863505747,0.0009687058061601494,10204.758216594828,151826.9150152218,0.037584733,4.0760846e-05,7975.334201509568,23992.613501006606,3052.9889767471227,16663.22161360212,0.014169105,1.2545093e-05,33.580433,268.94458,2.010682,0.029693691,0.00024551095,4.2936734e-09,4.836345,0.9802696,1.4558362,0.03897635,0.0009206229,7.1464136e-08
Defect-free,0,0.26775983,0.0050180783,0.07710218,4.3923992e-05,0.35668664691091956,0.0008791938516639754,9769.391500538793,30936.549075576837,0.039470118,6.221422e-05,7663.625273699199,10007.625503018384,2918.2948614564107,15472.883246877953,0.010967365,1.7302336e-05,30.415249,154.2697,2.0566204,0.029985486,0.00024398378,3.3267291e-09,4.656386,0.6576868,1.2703648,0.023671476,0.0010250466,7.770708e-08
Defect-free,0,0.25881082,0.0058000484,0.07307895,2.014469e-05,0.35547436242816094,0.0008818171175204394,9869.879781788793,12567.050329428366,0.037715286,2.9166535e-05,7595.827783925847,13199.337363357798,3026.922483496094,10361.463920027016,0.013558322,9.344383e-06,27.201506,166.06982,1.8856752,0.020870065,0.00022059093,2.3081248e-09,4.3105927,0.69929796,1.5018346,0.017558046,0.0008180123,4.5352493e-08
Defect-free,0,0.27323666,0.0016794034,0.08047939,9.705554e-05,0.360096066497093,0.0007206047786900391,9682.680209847384,13571.884569250102,0.030303234,7.930758e-05,7582.202522387359,21141.20855374371,2859.3608709893633,24906.746639801942,0.010303308,9.648361e-06,22.659357,79.329666,1.9774925,0.019774513,0.00021892703,3.0920717e-09,4.058324,0.40037265,1.5093793,0.014907607,0.0008931059,5.2639063e-08
Cracks,1,0.2670895,0.0010227384,0.07977721,5.744651e-05,0.3544304507902299,0.0009061813606486988,9756.273572198275,15874.001177539441,0.03308124,2.6466665e-05,7571.694366601259,7353.128641583134,2948.8000303629806,10888.343966265984,0.012239441,1.2393214e-05,24.733625,137.63118,1.9627966,0.02891677,0.0002183684,3.819047e-09,4.1992483,0.67889774,1.5883378,0.041054245,0.00088746427,6.451205e-08
Cracks,1,0.291734,0.006546336,0.08186152,3.9865627e-05,0.35542385057471265,0.0008758163023757282,9786.717066271553,45631.045387984734,0.034163438,3.084874e-05,7604.157114702189,31846.1869754706,2976.0205596134924,15004.855544603493,0.0143095525,2.8595468e-05,26.85716,93.242165,1.9604992,0.04042749,0.00022053943,2.098989e-09,4.4083605,0.5545719,1.3631529,0.031171307,0.00090623443,5.7681834e-08
Cracks,1,0.27626055,0.006795774,0.07974296,0.000112319205,0.35571569683908044,0.0008126504041036978,9808.992793642241,87287.15815527117,0.031202694,3.201326e-05,7764.757674564542,18100.85802426859,2906.4995478526357,18360.987226058398,0.013189037,3.7257556e-05,35.09181,258.7519,2.105587,0.05830674,0.00026114864,5.3790252e-09,4.978263,0.99730515,1.1893805,0.045305282,0.0010065498,9.783071e-08
