Label,label,S-centroid var,S-entropy mean,BER mean,S-bandwidth mean,S-flatness mean,AE mean,RMSE mean,S-centroid mean,S-flux mean
Cracks,1,332058.63103943696,0.46409005,0.6149513,4435.38977570375,0.00428711,0.13337374,0.05638398,4225.105328514576,0.0021888649
Cracks,1,190372.15421424378,0.6052202,0.5427761,4453.102900366199,0.007826753,0.10975173,0.04312067,4173.150983347604,0.0014415197
Cracks,1,93318.49242783734,0.6347764,0.49750748,4441.369412441718,0.008053941,0.108433515,0.041034974,4219.207506824478,0.0017140352
Cracks,1,197877.59485489567,0.6067675,0.49879792,4252.304798602995,0.0047072833,0.14018863,0.05210258,4146.42251257739,0.0018064389
Cracks,1,159392.6938601976,0.4306248,0.60064524,4238.1647470683065,0.0036982414,0.1414574,0.06182525,3828.497114569549,0.0035704935
Cracks,1,164979.20470004185,0.6751451,0.45268658,4340.518227806936,0.009836202,0.12148943,0.039516013,4065.6976648569503,0.0015599495
Cracks,1,186338.83884855048,0.43213668,0.5722519,4378.997007805057,0.0066382764,0.12660551,0.045722313,3837.9336886869332,0.0021024821
Cracks,1,159259.4129746976,0.70280445,0.5272872,4517.165475242532,0.005903655,0.11179431,0.045049008,4757.422706743726,0.0026481233
Cracks,1,262033.82942201235,0.46706238,0.63002473,4450.831011270798,0.004020631,0.12993051,0.056471486,4181.741499874869,0.001969985
Cracks,1,287200.4898308404,0.5125063,0.5562227,4464.755057699983,0.0067111035,0.13002628,0.049095757,4082.7017817302385,0.0013755456
Cracks,1,147157.0890221897,0.7982368,0.43919706,4507.00377650132,0.010982906,0.10861837,0.038108777,4484.35563040578,0.0011968745
Cracks,1,278311.33957510797,0.6387639,0.49046996,4310.3258372778155,0.0059144376,0.1540152,0.05556221,4198.849444001902,0.0018647037
Cracks,1,182367.12973524482,0.5367025,0.52766544,4272.655425220428,0.0053707147,0.13465583,0.053941622,3996.777582081746,0.0026238444
Cracks,1,120189.03973087913,0.7094948,0.44094726,4446.728082652645,0.010196189,0.11703877,0.040340584,4265.496680825348,0.0013629615
Cracks,1,195382.8520463068,0.4380944,0.5514644,4393.634014556389,0.0063372427,0.13637428,0.04927405,3887.9149960114664,0.0019766982
Cracks,1,225214.63910029203,0.80016005,0.51119137,4452.125153456831,0.0057576825,0.11520667,0.045668285,4810.247572475135,0.002374401
Cracks,1,296017.7935089471,0.44338894,0.67130715,4404.629847290572,0.0030083898,0.14501041,0.060339924,4114.955875254911,0.001877345
Cracks,1,256074.32276152223,0.5434374,0.596964,4436.801332114337,0.006549964,0.124553464,0.04826603,4031.596395165195,0.0013684593
Cracks,1,126316.96081170232,0.58841795,0.5102165,4479.5627340938245,0.007212214,0.12551916,0.047069654,4277.567494365648,0.0015965691
Cracks,1,376271.53112861945,0.5980507,0.5025468,4209.495732681263,0.004984569,0.1656175,0.05639632,4081.63393772226,0.0019396782
Keyhole pores,2,232123.51946535977,0.59432554,0.55468154,4267.138960879187,0.0049836677,0.13798787,0.058144677,4027.5514531617805,0.0026659819
Keyhole pores,2,178545.55910585,0.6612114,0.48217896,4446.28523543423,0.007485317,0.12705801,0.04404512,4269.499515128695,0.0014992106
Keyhole pores,2,226447.17828721387,0.52898335,0.52579856,4356.687203400897,0.0071608266,0.13923979,0.046859406,3966.4003483799384,0.0019372777
Keyhole pores,2,182268.76101017196,0.91461533,0.46763706,4423.425320524078,0.0067723235,0.116629414,0.044973508,4905.083800848176,0.0020935377
Keyhole pores,2,409431.1968736468,0.5662987,0.5932322,4368.592041592159,0.003918287,0.14316568,0.056702226,4304.575163019837,0.0022002144
Keyhole pores,2,244066.86942799305,0.5981093,0.51811725,4414.653932378514,0.007764405,0.13834424,0.044528224,4098.5398164720855,0.0013683143
Keyhole pores,2,207560.01868607287,0.7397793,0.47052544,4444.056859307354,0.008012669,0.1396074,0.04403726,4354.818874909663,0.001579471
Keyhole pores,2,570571.8667314564,0.66657996,0.4914693,4291.542482981123,0.0055466555,0.14865498,0.057861038,4378.901326125245,0.0018160341
Keyhole pores,2,192753.42773086057,0.56053793,0.5664439,4287.19790566397,0.0037576063,0.14799201,0.06363299,4107.494198401336,0.0027593148
Keyhole pores,2,147205.49758340407,0.70651877,0.49134997,4488.012655966793,0.00898,0.10848929,0.04085971,4304.712654768829,0.0015706
Keyhole pores,2,199457.8035173628,0.5051827,0.55155927,4369.038741734483,0.006398006,0.124415606,0.04321273,3942.7378673723574,0.0020057664
Keyhole pores,2,337193.5379431335,0.7353673,0.5277103,4356.161412107371,0.0046850853,0.13247997,0.051814873,4597.426605737608,0.002229248
Keyhole pores,2,380987.29814193165,0.511329,0.61973566,4325.72315148856,0.0031712274,0.13988206,0.058610663,4191.460431424851,0.0022705232
Keyhole pores,2,155238.98027992676,0.4913743,0.5845795,4331.079547137405,0.005846832,0.14619428,0.048758928,3840.4454012561628,0.0015635566
Keyhole pores,2,119072.3931561618,0.7584885,0.4617597,4469.160112614222,0.008542889,0.11219139,0.04132729,4458.811422349535,0.0013897462
Keyhole pores,2,521227.0993093515,0.73669505,0.48633903,4209.361561595863,0.0055467994,0.16006084,0.053437036,4313.994691882001,0.002090767
Keyhole pores,2,180925.99204427915,0.67842335,0.52882767,4186.107927272905,0.0046946984,0.13492171,0.057581402,4082.229356780034,0.0023630739
Keyhole pores,2,151440.75841706753,0.744449,0.45865402,4282.09051823087,0.0064995885,0.14059588,0.04506093,4184.291193072794,0.0015093317
Keyhole pores,2,307815.3489978363,0.5748878,0.53494096,4252.695680859832,0.0054589943,0.14789239,0.049324226,3950.372222034576,0.0018405706
Keyhole pores,2,305504.55915548245,0.7400327,0.5072438,4344.901194140199,0.0044364287,0.13100004,0.052440595,4726.509474922881,0.002486041
